ID,type,colour,n,hectares,sq_km,ORC,name
1,Temperate or sub-polar grassland,#E0CF8A,208984,18808.559999999998,188.08559999999997,9590,CHURN CREEK PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,157668,14190.119999999999,141.9012,9590,CHURN CREEK PROTECTED AREA
1,Barren lands,#A8ABAD,14405,1296.45,12.964500000000001,9590,CHURN CREEK PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,12698,1142.82,11.428199999999999,9590,CHURN CREEK PROTECTED AREA
1,Mixed forest,#5C752B,5180,466.2,4.662,9590,CHURN CREEK PROTECTED AREA
1,Cropland,#E6AD66,1949,175.41,1.7541,9590,CHURN CREEK PROTECTED AREA
1,Water,#4D70A3,1671,150.39,1.5038999999999998,9590,CHURN CREEK PROTECTED AREA
1,Urban,#DB2126,1428,128.51999999999998,1.2852,9590,CHURN CREEK PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,1052,94.67999999999999,0.9468,9590,CHURN CREEK PROTECTED AREA
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,6,0.54,0.0054,9590,CHURN CREEK PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,260890,23480.1,234.801,9481,HOMATHKO RIVER-TATLAYOKO PROTECTED AREA
1,Barren lands,#A8ABAD,36485,3283.65,32.8365,9481,HOMATHKO RIVER-TATLAYOKO PROTECTED AREA
1,Mixed forest,#5C752B,29520,2656.7999999999997,26.567999999999998,9481,HOMATHKO RIVER-TATLAYOKO PROTECTED AREA
1,Temperate or sub-polar grassland,#E0CF8A,26365,2372.85,23.7285,9481,HOMATHKO RIVER-TATLAYOKO PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,15958,1436.22,14.3622,9481,HOMATHKO RIVER-TATLAYOKO PROTECTED AREA
1,Water,#4D70A3,12643,1137.87,11.378699999999998,9481,HOMATHKO RIVER-TATLAYOKO PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,4416,397.44,3.9744,9481,HOMATHKO RIVER-TATLAYOKO PROTECTED AREA
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,1565,140.85,1.4084999999999999,9481,HOMATHKO RIVER-TATLAYOKO PROTECTED AREA
1,Sub-polar taiga needleleaf forest,#949C70,214,19.259999999999998,0.1926,9481,HOMATHKO RIVER-TATLAYOKO PROTECTED AREA
1,Snow and Ice,#FFFAFF,198,17.82,0.1782,9481,HOMATHKO RIVER-TATLAYOKO PROTECTED AREA
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,93,8.37,0.0837,9481,HOMATHKO RIVER-TATLAYOKO PROTECTED AREA
1,Mixed forest,#5C752B,85152,7663.679999999999,76.6368,8330,KLUA LAKES PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,82441,7419.69,74.1969,8330,KLUA LAKES PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,61899,5570.91,55.7091,8330,KLUA LAKES PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,41160,3704.3999999999996,37.044,8330,KLUA LAKES PROTECTED AREA
1,Water,#4D70A3,19871,1788.3899999999999,17.883899999999997,8330,KLUA LAKES PROTECTED AREA
1,Temperate or sub-polar grassland,#E0CF8A,5156,464.03999999999996,4.6404,8330,KLUA LAKES PROTECTED AREA
1,Wetland,#6BA38A,146,13.139999999999999,0.1314,8330,KLUA LAKES PROTECTED AREA
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,133,11.969999999999999,0.11969999999999999,8330,KLUA LAKES PROTECTED AREA
1,Sub-polar taiga needleleaf forest,#949C70,28,2.52,0.0252,8330,KLUA LAKES PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,142449,12820.41,128.2041,5023,MAXHAMISH LAKE PROTECTED AREA
1,Water,#4D70A3,54168,4875.12,48.7512,5023,MAXHAMISH LAKE PROTECTED AREA
1,Mixed forest,#5C752B,43372,3903.48,39.0348,5023,MAXHAMISH LAKE PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,35046,3154.14,31.5414,5023,MAXHAMISH LAKE PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,6557,590.13,5.9013,5023,MAXHAMISH LAKE PROTECTED AREA
1,Wetland,#6BA38A,1027,92.42999999999999,0.9242999999999999,5023,MAXHAMISH LAKE PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,203309,18297.809999999998,182.97809999999998,0448,SNOWY PROTECTED AREA
1,Temperate or sub-polar grassland,#E0CF8A,24870,2238.2999999999997,22.382999999999996,0448,SNOWY PROTECTED AREA
1,Barren lands,#A8ABAD,21115,1900.35,19.0035,0448,SNOWY PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,20112,1810.08,18.1008,0448,SNOWY PROTECTED AREA
1,Sub-polar taiga needleleaf forest,#949C70,6263,563.67,5.636699999999999,0448,SNOWY PROTECTED AREA
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,3950,355.5,3.555,0448,SNOWY PROTECTED AREA
1,Mixed forest,#5C752B,2965,266.84999999999997,2.6685,0448,SNOWY PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,690,62.099999999999994,0.621,0448,SNOWY PROTECTED AREA
1,Water,#4D70A3,596,53.64,0.5364,0448,SNOWY PROTECTED AREA
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,477,42.93,0.4293,0448,SNOWY PROTECTED AREA
1,Wetland,#6BA38A,253,22.77,0.22769999999999999,0448,SNOWY PROTECTED AREA
1,NA,NA,102,9.18,0.09179999999999999,0448,SNOWY PROTECTED AREA
1,Snow and Ice,#FFFAFF,20,1.7999999999999998,0.018,0448,SNOWY PROTECTED AREA
1,Urban,#DB2126,18,1.6199999999999999,0.0162,0448,SNOWY PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,153893,13850.369999999999,138.50369999999998,0429,CHUKACHIDA PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,18603,1674.27,16.7427,0429,CHUKACHIDA PROTECTED AREA
1,Water,#4D70A3,11270,1014.3,10.142999999999999,0429,CHUKACHIDA PROTECTED AREA
1,Mixed forest,#5C752B,8100,729,7.29,0429,CHUKACHIDA PROTECTED AREA
1,Barren lands,#A8ABAD,5996,539.64,5.3964,0429,CHUKACHIDA PROTECTED AREA
1,Temperate or sub-polar grassland,#E0CF8A,5710,513.9,5.138999999999999,0429,CHUKACHIDA PROTECTED AREA
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,2795,251.54999999999998,2.5155,0429,CHUKACHIDA PROTECTED AREA
1,Sub-polar taiga needleleaf forest,#949C70,760,68.39999999999999,0.6839999999999999,0429,CHUKACHIDA PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,219,19.71,0.1971,0429,CHUKACHIDA PROTECTED AREA
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,188,16.919999999999998,0.1692,0429,CHUKACHIDA PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,126878,11419.02,114.1902,9596,DUNN PEAK PARK
1,Temperate or sub-polar grassland,#E0CF8A,28785,2590.65,25.9065,9596,DUNN PEAK PARK
1,Barren lands,#A8ABAD,16651,1498.59,14.985899999999999,9596,DUNN PEAK PARK
1,Mixed forest,#5C752B,15083,1357.47,13.5747,9596,DUNN PEAK PARK
1,Temperate or sub-polar shrubland,#B38A33,12430,1118.7,11.187000000000001,9596,DUNN PEAK PARK
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,5872,528.48,5.284800000000001,9596,DUNN PEAK PARK
1,Water,#4D70A3,4906,441.53999999999996,4.4154,9596,DUNN PEAK PARK
1,Sub-polar taiga needleleaf forest,#949C70,900,81,0.81,9596,DUNN PEAK PARK
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,218,19.62,0.1962,9596,DUNN PEAK PARK
1,Urban,#DB2126,190,17.099999999999998,0.17099999999999999,9596,DUNN PEAK PARK
1,Snow and Ice,#FFFAFF,185,16.65,0.16649999999999998,9596,DUNN PEAK PARK
1,Wetland,#6BA38A,78,7.02,0.0702,9596,DUNN PEAK PARK
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,53,4.77,0.04769999999999999,9596,DUNN PEAK PARK
1,Temperate or sub-polar needleleaf forest,#003D00,128720,11584.8,115.848,5035,THINAHTEA SOUTH PROTECTED AREA
1,Water,#4D70A3,16603,1494.27,14.9427,5035,THINAHTEA SOUTH PROTECTED AREA
1,Wetland,#6BA38A,13271,1194.3899999999999,11.9439,5035,THINAHTEA SOUTH PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,6451,580.59,5.8059,5035,THINAHTEA SOUTH PROTECTED AREA
1,Mixed forest,#5C752B,5478,493.02,4.9302,5035,THINAHTEA SOUTH PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,2837,255.32999999999998,2.5532999999999997,5035,THINAHTEA SOUTH PROTECTED AREA
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,1201,108.08999999999999,1.0809,5035,THINAHTEA SOUTH PROTECTED AREA
1,Sub-polar taiga needleleaf forest,#949C70,944,84.96,0.8495999999999999,5035,THINAHTEA SOUTH PROTECTED AREA
1,Barren lands,#A8ABAD,49,4.41,0.0441,5035,THINAHTEA SOUTH PROTECTED AREA
1,Temperate or sub-polar grassland,#E0CF8A,5,0.44999999999999996,0.0045,5035,THINAHTEA SOUTH PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,161081,14497.289999999999,144.97289999999998,8645,PITMAN RIVER PROTECTED AREA
1,Water,#4D70A3,4694,422.46,4.2246,8645,PITMAN RIVER PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,3535,318.15,3.1814999999999998,8645,PITMAN RIVER PROTECTED AREA
1,Mixed forest,#5C752B,1866,167.94,1.6794,8645,PITMAN RIVER PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,670,60.3,0.603,8645,PITMAN RIVER PROTECTED AREA
1,Barren lands,#A8ABAD,535,48.15,0.4815,8645,PITMAN RIVER PROTECTED AREA
1,Temperate or sub-polar grassland,#E0CF8A,421,37.89,0.3789,8645,PITMAN RIVER PROTECTED AREA
1,Sub-polar taiga needleleaf forest,#949C70,23,2.07,0.0207,8645,PITMAN RIVER PROTECTED AREA
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,2,0.18,0.0018,8645,PITMAN RIVER PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,136843,12315.869999999999,123.1587,5015,DUNE ZA KEYIH PROTECTED AREA (A.K.A. FROG-GATAGA P
1,Temperate or sub-polar shrubland,#B38A33,17837,1605.33,16.0533,5015,DUNE ZA KEYIH PROTECTED AREA (A.K.A. FROG-GATAGA P
1,Barren lands,#A8ABAD,5413,487.16999999999996,4.8717,5015,DUNE ZA KEYIH PROTECTED AREA (A.K.A. FROG-GATAGA P
1,Mixed forest,#5C752B,3067,276.03,2.7602999999999995,5015,DUNE ZA KEYIH PROTECTED AREA (A.K.A. FROG-GATAGA P
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,2240,201.6,2.016,5015,DUNE ZA KEYIH PROTECTED AREA (A.K.A. FROG-GATAGA P
1,Temperate or sub-polar grassland,#E0CF8A,1944,174.95999999999998,1.7495999999999998,5015,DUNE ZA KEYIH PROTECTED AREA (A.K.A. FROG-GATAGA P
1,Water,#4D70A3,1814,163.26,1.6325999999999998,5015,DUNE ZA KEYIH PROTECTED AREA (A.K.A. FROG-GATAGA P
1,Sub-polar taiga needleleaf forest,#949C70,344,30.959999999999997,0.3096,5015,DUNE ZA KEYIH PROTECTED AREA (A.K.A. FROG-GATAGA P
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,43,3.8699999999999997,0.0387,5015,DUNE ZA KEYIH PROTECTED AREA (A.K.A. FROG-GATAGA P
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,14,1.26,0.0126,5015,DUNE ZA KEYIH PROTECTED AREA (A.K.A. FROG-GATAGA P
1,Wetland,#6BA38A,13,1.17,0.011699999999999999,5015,DUNE ZA KEYIH PROTECTED AREA (A.K.A. FROG-GATAGA P
1,Urban,#DB2126,2,0.18,0.0018,5015,DUNE ZA KEYIH PROTECTED AREA (A.K.A. FROG-GATAGA P
1,Temperate or sub-polar grassland,#E0CF8A,100960,9086.4,90.86399999999999,4433,LAC DU BOIS GRASSLANDS PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,51864,4667.76,46.677600000000005,4433,LAC DU BOIS GRASSLANDS PROTECTED AREA
1,Barren lands,#A8ABAD,8419,757.7099999999999,7.577099999999999,4433,LAC DU BOIS GRASSLANDS PROTECTED AREA
1,Water,#4D70A3,3732,335.88,3.3588,4433,LAC DU BOIS GRASSLANDS PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,2739,246.51,2.4651,4433,LAC DU BOIS GRASSLANDS PROTECTED AREA
1,Cropland,#E6AD66,1833,164.97,1.6497,4433,LAC DU BOIS GRASSLANDS PROTECTED AREA
1,Urban,#DB2126,1394,125.46,1.2546,4433,LAC DU BOIS GRASSLANDS PROTECTED AREA
1,Mixed forest,#5C752B,776,69.84,0.6984,4433,LAC DU BOIS GRASSLANDS PROTECTED AREA
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,96,8.64,0.0864,4433,LAC DU BOIS GRASSLANDS PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,92,8.28,0.0828,4433,LAC DU BOIS GRASSLANDS PROTECTED AREA
1,Sub-polar taiga needleleaf forest,#949C70,5,0.44999999999999996,0.0045,4433,LAC DU BOIS GRASSLANDS PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,126448,11380.32,113.8032,5018,FINLAY-RUSSEL PROTECTED AREA
1,Barren lands,#A8ABAD,5031,452.78999999999996,4.5279,5018,FINLAY-RUSSEL PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,5010,450.9,4.5089999999999995,5018,FINLAY-RUSSEL PROTECTED AREA
1,Water,#4D70A3,3348,301.32,3.0132,5018,FINLAY-RUSSEL PROTECTED AREA
1,Temperate or sub-polar grassland,#E0CF8A,2181,196.29,1.9628999999999999,5018,FINLAY-RUSSEL PROTECTED AREA
1,Mixed forest,#5C752B,880,79.2,0.792,5018,FINLAY-RUSSEL PROTECTED AREA
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,414,37.26,0.3726,5018,FINLAY-RUSSEL PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,225,20.25,0.2025,5018,FINLAY-RUSSEL PROTECTED AREA
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,79,7.109999999999999,0.0711,5018,FINLAY-RUSSEL PROTECTED AREA
1,Sub-polar taiga needleleaf forest,#949C70,27,2.4299999999999997,0.0243,5018,FINLAY-RUSSEL PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,107718,9694.619999999999,96.94619999999999,5030,SEVEN SISTERS PROTECTED AREA
1,Mixed forest,#5C752B,12373,1113.57,11.1357,5030,SEVEN SISTERS PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,3470,312.3,3.123,5030,SEVEN SISTERS PROTECTED AREA
1,Water,#4D70A3,2096,188.64,1.8863999999999999,5030,SEVEN SISTERS PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,1095,98.55,0.9854999999999999,5030,SEVEN SISTERS PROTECTED AREA
1,Barren lands,#A8ABAD,819,73.71,0.7371,5030,SEVEN SISTERS PROTECTED AREA
1,Temperate or sub-polar grassland,#E0CF8A,639,57.51,0.5751,5030,SEVEN SISTERS PROTECTED AREA
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,206,18.54,0.18539999999999998,5030,SEVEN SISTERS PROTECTED AREA
1,Urban,#DB2126,93,8.37,0.0837,5030,SEVEN SISTERS PROTECTED AREA
1,Sub-polar taiga needleleaf forest,#949C70,55,4.95,0.0495,5030,SEVEN SISTERS PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,58621,5275.889999999999,52.7589,0464,SOUTH OKANAGAN GRASSLANDS PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,28580,2572.2,25.721999999999998,0464,SOUTH OKANAGAN GRASSLANDS PROTECTED AREA
1,Temperate or sub-polar grassland,#E0CF8A,10650,958.5,9.585,0464,SOUTH OKANAGAN GRASSLANDS PROTECTED AREA
1,Barren lands,#A8ABAD,4815,433.34999999999997,4.3335,0464,SOUTH OKANAGAN GRASSLANDS PROTECTED AREA
1,Mixed forest,#5C752B,318,28.619999999999997,0.28619999999999995,0464,SOUTH OKANAGAN GRASSLANDS PROTECTED AREA
1,Water,#4D70A3,247,22.23,0.2223,0464,SOUTH OKANAGAN GRASSLANDS PROTECTED AREA
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,152,13.68,0.1368,0464,SOUTH OKANAGAN GRASSLANDS PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,95,8.549999999999999,0.08549999999999999,0464,SOUTH OKANAGAN GRASSLANDS PROTECTED AREA
1,Sub-polar taiga needleleaf forest,#949C70,77,6.93,0.0693,0464,SOUTH OKANAGAN GRASSLANDS PROTECTED AREA
1,Cropland,#E6AD66,17,1.53,0.015300000000000001,0464,SOUTH OKANAGAN GRASSLANDS PROTECTED AREA
1,Urban,#DB2126,17,1.53,0.015300000000000001,0464,SOUTH OKANAGAN GRASSLANDS PROTECTED AREA
1,NA,NA,8,0.72,0.0072,0464,SOUTH OKANAGAN GRASSLANDS PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,68727,6185.429999999999,61.854299999999995,5037,WEST TWIN PROTECTED AREA
1,Mixed forest,#5C752B,21885,1969.6499999999999,19.6965,5037,WEST TWIN PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,3819,343.71,3.4370999999999996,5037,WEST TWIN PROTECTED AREA
1,Water,#4D70A3,2629,236.60999999999999,2.3661,5037,WEST TWIN PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,1160,104.39999999999999,1.0439999999999998,5037,WEST TWIN PROTECTED AREA
1,Wetland,#6BA38A,112,10.08,0.1008,5037,WEST TWIN PROTECTED AREA
1,Barren lands,#A8ABAD,78,7.02,0.0702,5037,WEST TWIN PROTECTED AREA
1,Urban,#DB2126,33,2.9699999999999998,0.029699999999999997,5037,WEST TWIN PROTECTED AREA
1,Temperate or sub-polar grassland,#E0CF8A,5,0.44999999999999996,0.0045,5037,WEST TWIN PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,70590,6353.0999999999995,63.53099999999999,9604,DAMDOCHAX PROTECTED AREA
1,Mixed forest,#5C752B,8581,772.29,7.722899999999999,9604,DAMDOCHAX PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,3550,319.5,3.195,9604,DAMDOCHAX PROTECTED AREA
1,Water,#4D70A3,1774,159.66,1.5966,9604,DAMDOCHAX PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,1482,133.38,1.3337999999999999,9604,DAMDOCHAX PROTECTED AREA
1,Barren lands,#A8ABAD,319,28.709999999999997,0.28709999999999997,9604,DAMDOCHAX PROTECTED AREA
1,Temperate or sub-polar grassland,#E0CF8A,181,16.29,0.1629,9604,DAMDOCHAX PROTECTED AREA
1,Snow and Ice,#FFFAFF,9,0.8099999999999999,0.0081,9604,DAMDOCHAX PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,50788,4570.92,45.7092,0430,CRAIG HEADWATERS PROTECTED AREA
1,Mixed forest,#5C752B,10908,981.7199999999999,9.8172,0430,CRAIG HEADWATERS PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,9398,845.8199999999999,8.4582,0430,CRAIG HEADWATERS PROTECTED AREA
1,Water,#4D70A3,3837,345.33,3.4533,0430,CRAIG HEADWATERS PROTECTED AREA
1,Barren lands,#A8ABAD,2882,259.38,2.5938,0430,CRAIG HEADWATERS PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,1785,160.65,1.6065,0430,CRAIG HEADWATERS PROTECTED AREA
1,NA,NA,422,37.98,0.37979999999999997,0430,CRAIG HEADWATERS PROTECTED AREA
1,Temperate or sub-polar grassland,#E0CF8A,271,24.39,0.2439,0430,CRAIG HEADWATERS PROTECTED AREA
1,Snow and Ice,#FFFAFF,72,6.4799999999999995,0.0648,0430,CRAIG HEADWATERS PROTECTED AREA
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,19,1.71,0.0171,0430,CRAIG HEADWATERS PROTECTED AREA
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,3,0.27,0.0027,0430,CRAIG HEADWATERS PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,45658,4109.22,41.092200000000005,4985,DENETIAH CORRIDOR PROTECTED AREA
1,Temperate or sub-polar grassland,#E0CF8A,8917,802.53,8.0253,4985,DENETIAH CORRIDOR PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,7905,711.4499999999999,7.1145,4985,DENETIAH CORRIDOR PROTECTED AREA
1,Water,#4D70A3,6010,540.9,5.409,4985,DENETIAH CORRIDOR PROTECTED AREA
1,Mixed forest,#5C752B,4996,449.64,4.4963999999999995,4985,DENETIAH CORRIDOR PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,4404,396.36,3.9636,4985,DENETIAH CORRIDOR PROTECTED AREA
1,Barren lands,#A8ABAD,489,44.01,0.4401,4985,DENETIAH CORRIDOR PROTECTED AREA
1,Sub-polar taiga needleleaf forest,#949C70,33,2.9699999999999998,0.029699999999999997,4985,DENETIAH CORRIDOR PROTECTED AREA
1,Wetland,#6BA38A,24,2.16,0.0216,4985,DENETIAH CORRIDOR PROTECTED AREA
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,6,0.54,0.0054,4985,DENETIAH CORRIDOR PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,21955,1975.9499999999998,19.7595,9821,UPPER RAUSH PROTECTED AREA
1,Barren lands,#A8ABAD,13781,1240.29,12.402899999999999,9821,UPPER RAUSH PROTECTED AREA
1,Temperate or sub-polar grassland,#E0CF8A,9685,871.65,8.7165,9821,UPPER RAUSH PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,6222,559.98,5.5998,9821,UPPER RAUSH PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,2551,229.59,2.2959,9821,UPPER RAUSH PROTECTED AREA
1,Sub-polar taiga needleleaf forest,#949C70,2455,220.95,2.2095,9821,UPPER RAUSH PROTECTED AREA
1,Snow and Ice,#FFFAFF,1601,144.09,1.4409,9821,UPPER RAUSH PROTECTED AREA
1,Mixed forest,#5C752B,1539,138.51,1.3851,9821,UPPER RAUSH PROTECTED AREA
1,Water,#4D70A3,325,29.25,0.2925,9821,UPPER RAUSH PROTECTED AREA
1,Wetland,#6BA38A,148,13.32,0.1332,9821,UPPER RAUSH PROTECTED AREA
1,Sub-polar or polar grassland-lichen-moss,#BAD48F,45,4.05,0.0405,9821,UPPER RAUSH PROTECTED AREA
1,Sub-polar or polar shrubland-lichen-moss,#9C7554,35,3.15,0.0315,9821,UPPER RAUSH PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,43081,3877.29,38.7729,4981,BEARHOLE LAKE PROTECTED AREA
1,Mixed forest,#5C752B,6324,569.16,5.691599999999999,4981,BEARHOLE LAKE PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,3087,277.83,2.7782999999999998,4981,BEARHOLE LAKE PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,1105,99.45,0.9945,4981,BEARHOLE LAKE PROTECTED AREA
1,Water,#4D70A3,412,37.08,0.37079999999999996,4981,BEARHOLE LAKE PROTECTED AREA
